ID,AttackingWorkRate,DefensiveWorkRate
190557,High,High
245341,High,Medium
233565,High,Medium
233825,Medium,Medium
199266,High,Medium
248113,High,Low
254310,Low,High
190311,High,Low
184167,Medium,Medium
240743,High,Medium
165735,Medium,Medium
218471,High,High
261478,High,Medium
254822,High,High
253030,Medium,Medium
223074,Medium,Medium
186982,High,Medium
244582,Medium,Low
239717,Medium,Medium
250723,High,High
245347,Medium,Medium
211299,Medium,Medium
237410,High,Medium
223581,Medium,High
156253,Medium,Medium
198749,Medium,Medium
235827,Medium,Medium
208437,High,High
201013,High,Medium
190772,Low,High
230196,Low,Medium
210484,Medium,Medium
204084,High,Medium
242995,Medium,Medium
199574,Medium,Medium
258908,Medium,Medium
223283,High,High
214323,Medium,Medium
210739,Medium,Medium
189234,Medium,High
253234,High,Low
205618,High,High
190769,Medium,Medium
243253,High,Low
248117,High,Low
214326,Low,High
223030,Medium,High
245084,High,Medium
230747,High,Medium
228699,Low,Medium
216155,Medium,Medium
189530,Medium,High
241498,High,Low
230490,High,Medium
229466,High,Medium
246617,High,Medium
230489,High,Low
229209,Medium,Medium
210521,Medium,High
198489,High,Medium
236599,High,Medium
171574,Medium,Medium
233366,High,Medium
240526,High,Medium
253077,Medium,Medium
220847,High,High
232894,Medium,Low
176062,Medium,Medium
243390,Medium,Medium
188094,Medium,Medium
255934,Medium,Medium
205759,Medium,Medium
215487,Medium,Low
229294,Low,High
183743,Medium,Medium
222382,High,High
214957,Medium,Medium
202157,High,Medium
185260,High,Medium
234924,Medium,Low
246443,Low,Medium
232107,Medium,Medium
231614,High,High
230334,Medium,Medium
214718,Medium,Medium
213694,High,Medium
246192,Medium,Medium
244656,Medium,Medium
254895,Medium,Medium
243887,High,Medium
242351,Medium,Medium
232879,Medium,High
232623,High,High
213948,Medium,Medium
223676,Medium,Medium
234172,Medium,Medium
246716,Medium,High
257980,Medium,Low
199101,Medium,Medium
206269,Medium,High
213693,High,Medium
239807,Medium,Medium
252095,Medium,Medium
237745,Medium,High
239814,Medium,Medium
202693,Medium,Medium
234949,Medium,Medium
236997,Medium,Medium
197062,Medium,Medium
211398,Medium,Medium
215750,Medium,Medium
229574,High,Medium
214727,High,Medium
188607,High,High
223175,Medium,Medium
229831,High,Medium
239303,Medium,Medium
246471,Medium,Medium
255943,High,Medium
206536,Medium,High
229064,High,High
244932,High,Medium
232900,Medium,Medium
216260,High,High
254659,Medium,Medium
206272,Medium,Medium
214208,Medium,High
234688,High,Medium
243392,High,Low
193728,High,Medium
234945,High,Medium
236993,High,High
239041,High,Medium
251585,High,Low
253377,Low,High
255169,High,Low
250818,High,Medium
213699,Medium,Low
18115,Medium,Medium
239043,High,Medium
214193,High,Medium
240561,High,Medium
184469,Medium,High
244110,High,Medium
236944,Medium,Low
262800,Medium,Medium
238223,Medium,Medium
235151,High,High
234383,Medium,Medium
233871,Medium,Medium
231823,Medium,Medium
244840,Medium,Medium
261306,High,High
234894,Medium,Medium
248205,Medium,High
220045,Medium,Low
194956,High,Medium
245900,Low,High
230027,Medium,Medium
244667,Medium,Medium
213905,High,High
232849,Medium,High
248209,Medium,High
193425,High,High
237461,Medium,Medium
235925,Medium,Medium
234901,High,Medium
220821,Medium,Medium
206485,Medium,High
192660,High,Medium
247188,Medium,Medium
244884,Medium,High
232852,Medium,High
231828,Medium,High
227732,Medium,Medium
139668,Medium,Medium
241811,Medium,Medium
257170,Medium,Medium
223122,Medium,Medium
205243,Low,Medium
241850,Medium,Low
241073,Medium,Medium
189619,Medium,High
250805,Medium,Medium
209333,Medium,Medium
256692,Medium,High
183220,Medium,Medium
239028,Medium,Medium
233140,Medium,Medium
222900,Medium,Medium
183475,Medium,Medium
237754,Low,Medium
244147,High,Medium
203699,Medium,Medium
262579,Medium,Medium
243378,High,Medium
232626,Medium,Medium
214194,High,Medium
241585,Medium,Medium
225206,High,Medium
243894,High,High
215735,Medium,Medium
227511,Medium,Medium
236474,Medium,Low
233146,Medium,Medium
229818,Medium,High
218298,Medium,Medium
202170,Medium,Medium
186553,High,Low
180409,Medium,High
240057,Medium,High
227513,High,Medium
213433,Medium,Medium
262585,High,Medium
233400,Medium,High
215480,High,Medium
244407,Medium,High
234679,High,Medium
228456,Medium,Medium
230713,Medium,Medium
220521,Medium,High
257784,Medium,High
235507,Medium,Medium
220915,High,Medium
230386,Medium,Medium
195313,Medium,Medium
218353,Medium,Medium
200433,Medium,Medium
199665,Medium,High
198641,Medium,Low
238576,Low,Medium
173040,High,Medium
258287,Medium,Medium
189167,Medium,High
238319,High,Medium
201967,High,Low
152814,High,Medium
188397,High,Medium
252317,Medium,Medium
198046,High,High
202910,Medium,Medium
204276,Medium,Low
248564,High,Medium
251380,High,Medium
216055,High,Low
239608,Medium,High
228600,High,Medium
260599,Low,Medium
247031,Low,High
238839,Medium,Medium
235511,High,Medium
233975,Medium,Medium
223223,High,High
205559,High,Medium
188916,Medium,Medium
199159,Medium,Medium
252150,High,High
242166,High,Medium
239350,High,Medium
223734,Low,Medium
244213,Medium,Medium
236533,Medium,Medium
231413,Medium,Medium
237214,Medium,High
176542,Medium,Medium
184990,High,Medium
183973,Medium,High
226468,High,Medium
234660,Medium,Medium
234916,High,Low
238756,High,Medium
252580,High,Low
233125,High,High
245157,High,Low
246949,High,Low
208806,Medium,Medium
247203,High,High
229286,High,Medium
242342,Medium,Medium
246182,High,High
255654,Medium,High
201895,High,Medium
238503,Medium,Medium
239271,Medium,Medium
191655,Medium,Medium
202148,Medium,Medium
177571,Medium,High
252830,High,Medium
222881,High,Medium
256158,Medium,Medium
203423,Medium,Medium
221855,Medium,Medium
186783,Medium,High
211872,High,Medium
246688,Medium,Medium
247968,High,High
219553,Medium,Low
223137,High,Medium
211363,Medium,High
225441,Medium,Medium
231841,Medium,Medium
238497,High,Medium
240801,Medium,Medium
242081,Medium,Medium
201890,High,Medium
253602,High,Medium
256674,High,Low
255736,Medium,Medium
196857,Medium,Medium
48745,Low,High
225273,Medium,Medium
164559,High,High
236752,High,Medium
244176,Medium,Low
201938,Medium,Medium
140498,Medium,Medium
239571,High,Low
245715,High,Medium
181971,Medium,Medium
250835,High,High
253139,High,Medium
255699,Medium,Medium
230356,Medium,Medium
251348,High,Medium
251604,High,Medium
262869,Medium,Medium
208597,Medium,Medium
222165,Medium,Medium
224213,Medium,High
242389,High,Medium
224975,Medium,Medium
209359,Medium,High
251342,Medium,Medium
203979,Medium,Medium
224201,High,Medium
176841,High,Medium
243657,Medium,Medium
252873,High,Medium
214730,Medium,Medium
219594,High,High
222154,High,Low
259786,High,Medium
192715,Low,High
180174,High,Medium
261579,High,Medium
210380,High,Medium
230092,Low,Medium
252108,Medium,Medium
237005,Medium,Medium
184781,Medium,Medium
259789,Medium,Medium
243918,Medium,Medium
210646,Medium,High
231638,High,Medium
212439,Low,Medium
251387,High,Medium
241150,Medium,High
246013,Low,Medium
232189,Medium,Medium
225533,Medium,Low
223229,Medium,High
218621,High,Medium
230396,Medium,Medium
203004,Medium,Medium
167931,Medium,Medium
255742,Medium,Medium
232699,Medium,Medium
227835,Low,Medium
242426,Medium,Medium
235770,Medium,Medium
221434,Medium,Medium
203002,Medium,High
262394,Medium,Medium
243449,Low,Medium
246014,High,High
257278,High,Medium
230871,High,Medium
229594,Medium,Low
232919,Medium,Medium
258775,Medium,Medium
203224,Low,Medium
152536,Low,High
204761,Medium,Medium
206553,Medium,High
253913,High,Low
223962,Medium,Medium
255450,High,Medium
195838,Medium,Medium
197851,Medium,Medium
232861,High,Low
244381,Medium,Medium
236744,High,Medium
232136,Low,Medium
253951,Low,High
218623,Medium,Medium
183453,Medium,Medium
257191,High,Medium
259751,Medium,Medium
224424,High,Low
230824,Medium,Medium
258632,Medium,Medium
149064,High,High
202056,Medium,Medium
192071,High,Medium
247623,High,Medium
239431,Medium,Medium
237895,High,Low
221767,Medium,Medium
214343,Medium,High
211783,Medium,Low
208455,Medium,High
220230,Low,High
211270,High,Medium
204102,Medium,Medium
194885,Medium,Medium
236613,Medium,Medium
219461,Low,High
193092,High,Medium
199748,High,Medium
230473,Medium,Medium
242249,Medium,Medium
205386,Medium,Medium
189003,Medium,Medium
222286,Low,Medium
215374,High,Low
214606,Medium,Medium
208462,Medium,High
213325,Low,High
211021,Medium,Medium
209997,Medium,Medium
257868,Medium,High
182091,High,Medium
215370,Low,High
157515,Medium,Medium
219979,Low,High
214603,High,Medium
202827,High,Medium
198731,Medium,Medium
189514,High,Medium
173130,Medium,Medium
224330,High,Medium
184643,High,Medium
224067,Medium,Medium
193602,Medium,Medium
238137,Medium,High
229436,Medium,High
226108,Low,High
241467,Medium,Medium
224315,High,Medium
184890,Medium,Medium
194361,Medium,High
251193,Medium,Medium
242489,Medium,Low
233785,Low,Medium
200765,Medium,High
260040,High,Medium
216633,Medium,Medium
216376,Medium,Medium
240439,Medium,High
238647,Medium,Medium
239211,High,Low
241002,High,Low
230506,Medium,Medium
251196,High,Medium
149309,Medium,Medium
243778,Medium,Medium
246335,High,High
239170,High,Medium
232770,Medium,High
231489,Medium,Medium
222273,High,High
192320,Medium,Medium
242752,Medium,High
241728,Low,Medium
209984,Medium,High
231743,Medium,Medium
225853,Medium,Medium
220479,Medium,High
233790,Medium,Medium
215358,High,High
204350,Medium,Low
185405,Medium,Medium
242749,High,High
230205,High,Medium
229949,Medium,Medium
228174,Low,Medium
182862,Medium,Medium
239439,High,Medium
193027,High,Low
189701,Medium,Medium
176389,Medium,Medium
239364,Medium,Medium
232452,Medium,Medium
231428,Medium,Medium
216580,Medium,Medium
203780,Medium,High
258563,High,High
190979,Medium,Medium
198150,High,High
250883,High,Medium
232195,Low,High
206083,High,Low
259586,High,Medium
252930,Medium,Medium
245762,High,Medium
210434,Medium,High
198914,Medium,Medium
256261,Medium,Medium
207622,Medium,Medium
229889,Medium,Medium
232713,Medium,Medium
242088,High,Medium
238505,High,Medium
223402,High,Medium
230314,Medium,Medium
252074,Medium,Medium
223147,High,Medium
179899,High,Medium
246459,Medium,Medium
206601,High,Medium
241670,Low,Medium
188168,Medium,Medium
245768,High,Medium
223240,High,Medium
189447,Medium,Medium
241927,High,High
232711,High,High
225543,Medium,Medium
212231,Medium,Medium
255233,Medium,Medium
251392,High,High
189263,High,Medium
227921,Low,Medium
242002,High,High
241746,Low,Medium
238674,Medium,Medium
232786,Medium,Medium
230226,Medium,Medium
207954,Medium,Medium
243793,High,Medium
235089,Medium,High
199761,Medium,Medium
258898,High,Medium
252240,High,High
245840,Medium,Medium
244560,Medium,Medium
242768,Medium,Medium
234576,Medium,High
224336,High,High
212048,High,High
196688,High,Medium
245586,Medium,Medium
260178,Medium,Medium
233472,Medium,Medium
229207,High,Medium
232192,Medium,High
230912,Medium,Medium
214784,Medium,Medium
210688,Medium,High
197376,Medium,Medium
235799,Medium,Medium
243544,High,Medium
224344,Medium,Medium
206167,Medium,Medium
231507,Medium,Medium
197975,Medium,High
219990,Medium,High
214358,Medium,Low
244309,High,Medium
225877,Medium,Medium
186452,Medium,Medium
162900,Medium,High
219988,High,High
212735,Medium,Medium
257558,High,Medium
225812,Medium,Medium
229923,Medium,Medium
193569,Low,Medium
211746,Medium,Medium
215074,High,Medium
230178,Medium,Medium
194082,Medium,Low
205347,Medium,High
210723,Medium,Medium
163619,High,High
257827,Medium,Medium
219670,Medium,Medium
200228,Medium,Medium
210724,High,Medium
225572,Medium,Medium
232228,Medium,Medium
234020,Medium,Medium
247076,Low,High
239323,High,Medium
204763,High,Medium
239393,Medium,Medium
234017,Medium,Medium
211745,High,High
205857,High,High
206317,Low,Medium
228589,Medium,Medium
252397,High,Medium
237340,High,Medium
246044,Medium,Medium
234781,Medium,Medium
108061,Medium,Medium
251421,High,Medium
253213,Medium,Medium
208158,High,Medium
225310,High,High
242974,Medium,Medium
258590,High,Medium
202271,Medium,Medium
232991,Medium,Medium
248095,Medium,High
222240,High,High
250902,Medium,Medium
214038,Medium,Medium
252014,Medium,Medium
205584,Medium,High
262417,Medium,Medium
196881,Medium,High
246800,High,Medium
215266,Medium,Low
242448,Medium,Medium
241168,Medium,Medium
236304,Medium,Medium
235536,Medium,Medium
251243,Medium,Medium
187157,High,Medium
197996,High,Medium
204652,High,Medium
226668,Medium,Medium
226157,Medium,Medium
228205,Medium,High
230253,Low,Medium
235629,Medium,Medium
202350,Medium,Medium
264465,Medium,Medium
222225,High,Medium
229905,Medium,Medium
203026,Medium,Medium
243477,High,Medium
237077,High,Medium
191252,Medium,High
184084,Medium,Medium
235028,Medium,High
230164,Medium,Medium
205588,Medium,Medium
189715,Medium,Medium
179731,Medium,High
237331,Medium,Medium
237075,High,Low
202771,Medium,High
184338,High,Medium
234002,Medium,Medium
215570,Medium,High
213778,High,Medium
213010,Medium,Medium
242412,Medium,High
213228,Medium,High
235755,Low,High
202778,Medium,Medium
237339,High,Medium
221467,High,Medium
215067,Medium,High
201243,High,Low
183578,Medium,Medium
242714,High,Medium
242458,Medium,Low
215066,High,Low
261145,Medium,Medium
234987,High,Medium
193561,Medium,Medium
240409,Medium,High
239641,High,Medium
232985,Medium,Medium
200473,Medium,Medium
255256,High,Medium
241176,High,Medium
232728,High,Medium
190491,Medium,High
257307,Medium,Medium
243675,Medium,Medium
234716,Low,High
231137,High,Medium
198625,Medium,Medium
198113,Low,Medium
202208,High,Medium
194015,Medium,High
259295,Medium,Medium
258271,Medium,Medium
238559,High,Medium
236255,Medium,Medium
235999,Medium,Medium
220895,High,Medium
227806,Medium,Medium
220638,Low,High
217054,Low,Medium
201438,Medium,Medium
234717,Medium,Medium
223709,Medium,Medium
142616,Medium,Medium
203544,Medium,Medium
248075,High,Medium
218343,Medium,Medium
198632,Medium,High
200424,Medium,Medium
230376,Medium,Medium
233960,Medium,Medium
248808,High,High
200425,Medium,Medium
222697,Low,High
224489,Low,Medium
226793,Medium,Medium
236265,High,Low
177129,Low,High
153066,Medium,Medium
230378,Medium,Medium
189930,High,Medium
198635,Medium,Medium
201707,Medium,High
220395,High,Medium
252903,Medium,Medium
239846,Medium,Medium
244491,Medium,Medium
231910,High,Medium
241931,Medium,High
241419,Medium,Medium
212747,Medium,Medium
204043,Medium,Medium
247050,Medium,Medium
49674,Medium,Medium
252937,Medium,Medium
261143,Medium,Medium
220386,Medium,Medium
232162,Medium,Medium
243170,High,Low
197860,High,Medium
210404,Medium,Medium
222692,Medium,Medium
236260,Low,High
211173,High,Medium
217061,High,Low
213102,High,Low
245520,High,Medium
252270,High,Medium
241032,Medium,Medium
246657,Medium,Medium
236673,High,Medium
217217,Medium,Medium
203137,Medium,Medium
202113,Medium,Medium
200577,Medium,Medium
258432,Medium,Medium
190592,Medium,Medium
189824,Medium,Medium
232832,High,High
215168,High,High
177279,Medium,Medium
222079,Medium,Medium
247678,High,Medium
230526,High,Medium
223358,Low,Medium
247933,Medium,Medium
211325,Medium,Medium
