ID,Positions,BestPosition,ClubPosition,NationalPosition
240454,CDM CM,CB,SUB,
222358,RW RM LW,RW,LW,
253008,RB RM,RB,RB,
247888,ST CAM,CAM,SUB,
189077,CAM LM ST,RW,LM,
201815,CB,CB,SUB,
258654,ST,ST,SUB,
231212,CDM CM,CDM,SUB,
243244,CB RB,CB,RES,
211245,CF LM,CAM,SUB,
239405,CM,CAM,CM,
174381,CM CDM,CM,CM,
255021,RM RW RWB,RM,RES,
224302,CB,CB,CB,
227630,LW LM,RM,SUB,
231726,ST LM RM,RM,SUB,
236846,CM CDM,CAM,CM,
240942,CDM CM,CDM,SUB,
247086,CF CM ST,LM,ST,
247854,CM CDM CAM,CDM,RES,
121134,GK,GK,SUB,
215343,GK,GK,SUB,
240943,RM LM,RM,SUB,
176687,RWB RB RM,RWB,RM,
192559,CB,CB,CB,
264240,CM CAM,CAM,RES,
208432,CB LB,CB,CB,
219952,CM,CM,CM,
225072,CB RB CDM,CB,RB,
234284,ST RW LW,ST,SUB,
209196,CB RB,CB,CB,
197681,CM CDM,CAM,SUB,
203308,CDM CM,CDM,CM,
232479,ST CF LW,ST,ST,
228639,ST CAM,ST,ST,
257566,ST LM,ST,SUB,
228894,RWB RM,RM,RWB,
209950,ST RM CF,RW,RM,
260637,ST RW LW,ST,SUB,
172317,CB,CB,CB,
262429,CB,CB,SUB,
212764,ST CAM,ST,RES,
238619,CDM CB,CB,CDM,
236571,GK,GK,GK,
229147,LB,LWB,SUB,
211739,RM LM,RM,SUB,
242202,ST,ST,SUB,
210202,RM LM ST,RM,SUB,
194329,CM,CM,SUB,
255257,RM LM,RM,RES,
238873,ST,ST,SUB,
211243,RM LM,RM,SUB,
215083,ST,CAM,ST,
248107,RB LB,RWB,SUB,
246832,ST,ST,SUB,
204337,LM CAM ST,LM,SUB,
182047,GK,GK,GK,
218341,CB,CB,SUB,
262629,ST LW RW,ST,SUB,
230372,RB,CB,SUB,
220388,CB,CB,SUB,
197604,LM RM LW,LM,SUB,
237283,ST LW,ST,ST,
224483,CAM CM,CAM,CAM,
215267,ST,ST,ST,
208099,CB,CB,RES,
193250,LB LM,LB,RES,
245986,CM RM ST,CAM,SUB,
236258,LB LM,LB,LB,
166114,ST,ST,SUB,
230882,CB LB,CB,SUB,
201186,GK,GK,SUB,
239841,CB,CB,CB,
188128,ST,ST,ST,
241632,LW RW RM,LM,SUB,
237024,LB CB,LWB,SUB,
230624,ST,ST,SUB,
202464,RW LW,RW,SUB,
258015,ST,ST,SUB,
209637,CB RB,CB,SUB,
228069,LM,LM,RW,
207409,GK,GK,SUB,
175589,CB,CB,CB,
221489,LM CAM RM,RM,CAM,
222513,LW RW LM,LM,SUB,
234033,CAM,CAM,SUB,
244017,GK,GK,GK,
251185,GK,GK,GK,
201266,CF ST RW,CAM,SUB,
239922,ST,ST,ST,
242482,RB,RB,RB,
251954,RM LM,RM,SUB,
254258,LWB,LWB,SUB,
203315,RM RB,RM,RB,
238643,LM ST RM,LM,LW,
233780,CB,CB,CB,
207669,RM,RM,CAM,
219957,LB LWB,LB,LB,
222773,RB,RB,RB,
224821,CB,CB,CB,
225589,CB,CB,SUB,
251445,ST RW LW,ST,LW,
255461,ST,ST,RES,
245733,ST,ST,SUB,
180255,CAM RM LM,CAM,SUB,
186655,GK,GK,GK,
219998,CM CDM,CM,SUB,
199769,LM LB RB,LM,SUB,
157528,LM RM CAM,LM,LM,
262744,ST,ST,SUB,
255319,ST CF,ST,ST,
254551,ST CF,RM,ST,
254039,CDM CM,CDM,CM,
215383,LB RB,LB,LB,
214615,ST,ST,SUB,
210263,LM,LM,LM,
248106,LB,LWB,LB,
242006,RB RM RWB,RB,RWB,
255573,CB,CB,CB,
248149,LB RB,LB,RB,
241237,CDM CM,CDM,RES,
201301,CB,CB,SUB,
191572,CB LB,CB,RES,SUB
241236,RM RW ST,RM,SUB,
230228,CB,CB,CB,
227412,RB LB LM,RB,SUB,
210004,RB CM CAM,RB,SUB,
255827,CB,CB,CB,
234579,RM ST CAM,ST,RW,
189272,ST RM LM,ST,RM,
205145,CAM LM,CAM,CAM,
212819,ST RW,RW,SUB,
242265,ST,ST,ST,
255069,CM CDM,CM,RES,
222557,CB,CB,CB,
214877,CM,RM,CM,
210269,CDM CM CB,CB,RES,
252508,CAM CM,CAM,CM,SUB
245340,CAM RM,CAM,RM,
229212,CAM,CM,CAM,
227932,CDM CM CB,CB,CDM,
224604,LB RB,LB,LB,LB
214876,ST,ST,SUB,
247643,CB CDM CM,CDM,RES,
235355,LM CM,CAM,LM,
234587,CM CDM CAM,CAM,CM,
259674,CM CAM,CAM,CAM,
229210,CM CDM,CM,CDM,
208730,RB,RB,RB,
260185,CDM CM,CDM,CDM,
259929,LM LW CM,LM,LW,
183385,CDM CM,CDM,SUB,
247385,LB LWB,LB,LB,
243801,CM CDM,CM,CM,
214611,RM LM,RM,SUB,
209746,RB CDM CB,RB,SUB,
198688,CB,CB,CB,
229925,LB ST CAM,LB,LB,
219941,GK,GK,GK,
200741,CB,CB,CB,SUB
263205,LM RM,RM,SUB,
256292,CM CDM,CDM,CDM,
188196,LM LW RM,LM,LW,
212516,CB,CB,CB,
245283,RM,CAM,SUB,
243235,RB,RB,RB,
238882,LM RM ST,LM,RM,
234018,CAM,ST,SUB,
227362,CB,CB,CB,
257057,CDM CM,CB,SUB,
255009,CM,CAM,SUB,
175393,CAM RM ST,CAM,RM,
228897,RB LB,RB,RB,
219937,GK,GK,RES,
252448,RW LW ST,RM,SUB,
163616,GK,GK,GK,
224544,LB RB RM,LB,LB,
215328,CDM CM,CDM,CDM,
202528,LWB LB,LWB,SUB,
220965,CAM CM,CAM,RES,
246565,CB RB,CB,SUB,
253265,CAM RM LM,CAM,CAM,
254245,CB RB,CB,SUB,
186449,CDM CM,CDM,SUB,
250961,ST CAM,ST,SUB,
184913,CDM CM,CDM,CDM,
183377,CB,CB,CB,
241489,CM CB,CB,SUB,
241233,RB LB,RWB,SUB,
225105,ST,CAM,RES,
213841,CDM CM,CB,CM,
219177,CM CDM LM,CAM,CM,
215081,ST RM,CF,CM,
208681,RM RW LM,RM,SUB,
199721,GK,GK,SUB,
251944,GK,GK,GK,
223016,CB,CB,SUB,
197928,GK,GK,GK,
257063,RW LW ST,RM,ST,
253735,ST LM RM,ST,ST,
260646,ST,ST,ST,
250918,RB,RB,LW,
248870,CM CDM,CDM,RES,
208422,CM CDM,CM,SUB,
200235,ST,ST,ST,
215178,CB,CB,CB,
246826,CB,CB,SUB,
245097,CM CDM,CAM,CM,
50542,ST,CF,RES,
210798,ST,ST,ST,
223085,CM CAM,CM,SUB,
217709,CB,CB,CB,
202605,CB,CB,CB,
193900,RB,RB,RB,
239980,CDM RB CM,CDM,CM,
213612,RM RW,RM,RM,
223595,RM RB LB,RM,RM,
237930,CB,CB,CB,
243049,CDM CM,CM,SUB,
230247,CDM CM,CDM,SUB,
172649,RM CAM LM,RM,SUB,
227945,CB,CB,SUB,
207465,CDM CM,CDM,SUB,
262505,LB CB,CB,SUB,
243816,RB LB,RB,RB,
172904,CAM ST,CAM,SUB,
234856,RB CB,CB,CB,
226152,CM,CAM,CM,
208488,CB,CB,SUB,
258407,RB CB,RB,SUB,
222319,LB,LWB,SUB,
243311,GK,GK,SUB,
263280,CAM,RM,RES,
202864,LWB LB,LWB,SUB,
233917,RM RW LW,RM,SUB,
213949,ST,ST,ST,
207805,CDM CB,CDM,CDM,
247228,GK,GK,SUB,
181436,CDM CM,CDM,CDM,
169404,GK,GK,GK,
222396,CDM CM,CDM,CM,
207804,LB,LB,SUB,
190139,LW ST LM,LW,LM,
238011,RM LM CAM,RM,RW,
230075,LB,LB,LB,
204987,CM LM,CM,LM,
202171,CB,CB,SUB,
231354,RM LM CAM,RM,RES,
188601,CB RB CDM,CDM,RB,
236217,RB CB,RB,RB,
229817,GK,GK,GK,
204217,ST,ST,ST,
178616,CM CAM,CM,SUB,
222576,CB,CB,SUB,
208240,CM CAM,CAM,CM,
169575,RB,CB,RB,
228711,LM LW ST,ST,ST,
236308,LB CB,CB,LB,
240663,ST RM,ST,SUB,
259423,ST,ST,SUB,
223769,LB,LB,SUB,
242200,GK,GK,GK,
237848,CDM RB,CM,SUB,
234264,RM CM,RM,CM,
228888,CB,CB,CB,
212248,ST,ST,SUB,
211736,RM ST,RM,SUB,
263704,CM LM RM,CAM,CAM,
253463,RB RM CM,RB,RB,
228375,CDM CM,CDM,CM,
194150,GK,GK,GK,
155671,CDM CM,CDM,CDM,
246806,GK,GK,GK,
223510,ST,ST,ST,
251413,ST,ST,SUB,
242453,CB RWB RB,CB,RWB,
234005,CDM,CDM,CM,
224021,RM RW LM,LM,SUB,
222741,ST,ST,ST,
220693,CDM CM,CDM,SUB,
205589,CDM CM,CDM,CM,
228704,RB LB,RB,RES,
235360,ST,ST,SUB,
247648,CB LB,CB,CB,
190560,CB,CB,CB,
254054,LB LM,LB,LB,
246118,LB LWB,LWB,SUB,
177766,LB,LB,SUB,
224358,CAM,CAM,SUB,
199526,GK,GK,RES,
169317,ST CAM CM,RW,ST,
205669,LB,LB,LB,
251236,RW LM RM,LM,RW,SUB
214884,CB,CB,CB,
179811,RWB RB RM,RWB,SUB,
233571,CM CDM,CAM,CM,
224099,RB,RB,RB,
215139,CB,CB,CB,
203363,CB,CB,CB,
212066,LM LWB,LM,LWB,
243553,RB LB,RB,SUB,
237665,ST,ST,SUB,
237409,LM ST,RW,LF,
229473,CAM CM RW,CAM,SUB,
229217,RM,CAM,RM,
217441,GK,GK,GK,
247229,RB,RB,SUB,
224702,GK,GK,GK,SUB
243134,RM LM ST,RM,RM,
246845,RW RM,RW,SUB,
254267,ST,ST,RES,
191547,ST,ST,SUB,
211004,CM CDM,CDM,CM,
227900,RB CB,RM,CB,
235580,CDM CB,CB,SUB,
206653,CAM LM RM,RM,SUB,
210237,RM LM,RM,RES,
216381,RM RWB RB,RWB,RM,
156221,CB CDM,CB,CB,
232253,RM LM,RM,RM,
186941,GK,GK,SUB,
246974,RWB LWB,RWB,SUB,
258365,CDM CM,CDM,CM,
202558,CAM CM LM,RM,RM,
205630,RB,RB,RB,
224062,CDM,CDM,SUB,
245822,GK,GK,RES,
191294,CDM CB,CDM,CDM,
205631,LW ST,ST,SUB,
231231,RM,RM,SUB,
239679,RB RM LB,RB,RB,
183871,CAM ST,RW,SUB,
219451,CB LB,CB,CB,
215355,ST RW,ST,SUB,
257338,RM LM,RM,SUB,
253242,ST,ST,SUB,
214582,GK,GK,GK,
212790,ST,ST,ST,
181558,ST LM RM,ST,RM,
184630,GK,GK,SUB,
253238,CB,CB,SUB,
201271,LM,LM,LM,
215351,RM RB,RM,SUB,
238391,CB RB,CB,SUB,
253239,LB LM,LB,LB,
188727,CB,CB,RES,
202808,CM CDM,RWB,CM,
219448,RB,RB,RB,
246840,LB CB,LB,CB,
202041,RM,RM,RES,
215097,GK,GK,GK,
224057,CM CDM,CDM,CM,
244793,ST,ST,SUB,
253241,RM ST,RM,SUB,
194873,CDM CM,CDM,CM,
242490,CDM CM LB,CDM,CDM,
246074,RW RM,RM,RM,
192319,LB,LB,LB,
232512,LM RM,LM,RM,
234048,LM RM ST,CAM,SUB,
193475,LB LWB,LB,SUB,
235971,CDM CM,CM,SUB,
232643,LB,LB,SUB,
204227,ST,ST,ST,
253122,LB LM LWB,LWB,LB,
186562,ST,ST,ST,ST
183490,LB,LB,SUB,
241858,CB,CB,SUB,
235458,CB,CB,SUB,
211394,RB CM,RB,RES,
256705,CB,CB,SUB,
244161,ST RM,ST,ST,
241089,RM,RM,SUB,
231873,CAM CM,CAM,SUB,
198849,CDM CM,CDM,CM,
189120,RB,RB,RB,
252864,RM CAM,CAM,RM,
231616,ST,ST,ST,
210879,CB,CB,CB,
208063,CM CDM,CM,SUB,
254142,CM CDM,CM,CDM,CM
251326,LM ST,CAM,LM,
255939,CB,CB,RES,
201924,ST,ST,RES,
241984,ST,ST,SUB,
212420,CB,CB,SUB,
201025,LB CB,LB,CB,
203329,CDM CM,CDM,CM,
204353,LB CB,LB,SUB,
205377,GK,GK,GK,
219969,GK,GK,SUB,
234817,CB,CB,CB,
238657,ST LM RM,ST,ST,
241985,RW CAM CM,CAM,CAM,
243521,LB,LB,SUB,
234184,LB CB,LB,CB,
212680,LM,LM,SUB,SUB
237511,RB,RB,RB,SUB
222407,CB,CB,CB,
231878,GK,GK,GK,
231110,CDM CB,CDM,SUB,
241861,RB RW,RWB,RB,
248004,CB,CB,SUB,
243908,CB,CB,CB,RB
243652,ST,ST,SUB,
237764,CDM CM,CDM,SUB,
214980,ST,ST,SUB,
247060,CDM CB,CDM,CDM,
234004,CDM,CDM,SUB,
236842,LM LW,RM,LW,
219575,RW ST RM,RW,RW,
183442,CM RW,RM,CM,
253586,CB RB,CB,CB,
191625,ST,ST,RES,
189586,GK,GK,SUB,
256658,ST RM,ST,RES,
191378,LM CM CF,CM,CM,
192658,RB,RB,SUB,
192695,CB RB,CB,CB,
256695,RB RM RWB,RB,RM,
233911,LB LWB LM,LWB,SUB,
209335,LB,LB,LB,
234164,LB,LB,SUB,
203447,LW ST,LW,SUB,
255158,CB CDM,CB,SUB,
189110,CB,CB,CB,
237494,CDM CM CB,CDM,SUB,
227766,CB,CB,SUB,
244661,LWB LB RWB,LWB,RWB,
233141,LW LM,LW,SUB,
229045,ST LM RM,ST,ST,
222389,GK,GK,GK,
214965,ST,ST,SUB,
232594,LB,LB,SUB,
230802,LM CAM RM,LM,LM,
243857,LB LM LW,LB,LB,
239505,LM,LM,LM,
238989,CAM ST CM,CAM,RES,
247949,RB,RB,RB,
253581,CAM RW LW,CAM,CAM,
233870,CB,CB,SUB,
235662,CB,CB,CB,
237198,LM LW RM,RM,SUB,
255886,RWB RB,RWB,RB,
258958,ST CF CAM,ST,SUB,
201103,LB LWB LM,LB,SUB,
236943,LB,LB,SUB,
193679,CB,CB,SUB,
198288,RB,RB,SUB,
225168,LM CAM,LM,RM,
231056,GK,GK,,GK
244624,CM CDM,CAM,SUB,
262801,ST,ST,ST,
264337,ST,ST,SUB,
211089,CB,CB,SUB,
234129,LM RM CM,RM,SUB,
234385,CM,CAM,RES,
238225,CM LM,CAM,SUB,
193716,CB CDM,CB,CB,
223668,LB CB LWB,CB,LWB,
215572,CB CDM,CB,SUB,
177320,CB CDM,CB,SUB,
207531,CB,CB,SUB,
251818,GK,GK,GK,
237994,LM LW CF,CAM,SUB,
236458,CB RB,CB,SUB,
222889,CB,CB,CB,
205481,LW RW ST,RM,LW,
200105,CB RB,CB,SUB,
258728,LB CB,CB,SUB,
255400,CB,CB,CB,
178600,CB,CB,SUB,
240040,RW CM,LM,RW,
211635,CB LB,CB,SUB,
216232,LB LM,LB,LM,
244135,CB,CB,CB,
228007,CM CDM,CAM,CM,
161703,CM,CM,SUB,
194726,LWB LM LB,LWB,LWB,
234025,CAM,CAM,SUB,
194089,CDM CM,CDM,RES,
201514,RW RM ST,ST,SUB,
209194,CB,CB,RES,
227370,GK,GK,GK,
234667,RB,RB,SUB,
237739,CB,CB,SUB,
253100,RM LM,RM,SUB,
190636,CDM CM,CDM,SUB,
255154,RB,RB,SUB,
252594,RM,CAM,SUB,
247474,LB,LB,LB,
219871,LB CM,LB,SUB,
241842,RB LB,RB,SUB,
225202,LB,LB,SUB,
211378,CM,CM,RES,SUB
256689,ST RW RM,RM,ST,
252081,GK,GK,SUB,
179633,LW,LW,SUB,
234929,LW RW,LW,SUB,
199601,CDM CM,CB,SUB,
188336,CB,CB,CB,
236464,ST LW,ST,ST,
257711,LB LM,LB,SUB,
244399,CM CDM LM,CAM,CM,
237743,CDM CM,CDM,CDM,
203439,RM,RM,RM,
203183,LM CM,LM,CM,
229038,CDM CM,CDM,SUB,
223150,GK,GK,GK,
258444,ST,ST,SUB,
252044,CDM CM,CDM,SUB,
247180,LB,CB,LB,
215309,ST,ST,SUB,
252943,CM CDM,CM,SUB,
244751,CB,CB,CB,
228111,LM,RM,LM,
209935,CB,CB,CB,SUB
236046,GK,GK,SUB,
259853,CM CDM,CM,CDM,
184845,ST,ST,SUB,
246797,LM,CAM,RM,
230157,CM CDM,CM,SUB,
221197,LW LWB LM,RM,LW,
236300,RM LM,RM,RM,
214412,RB CB,RB,SUB,
222988,CM CDM,CDM,CM,
221452,ST LM,ST,SUB,
198156,RB CB RM,RB,SUB,
183819,RB,RB,RB,
236555,ST,ST,SUB,
211723,CB,CB,RES,
241930,CB,CB,SUB,
227594,RM,RM,RM,
210698,CM CDM,CDM,CM,
205578,CB RB LB,CB,CB,
253455,ST,ST,SUB,
258575,CB CDM,CB,CB,
197904,CB,CB,SUB,
215568,ST LM,ST,LM,
207892,RM LM RWB,RM,LM,
262932,LW,LW,SUB,
228883,CDM CB,CB,CDM,
226579,LM,LM,LM,
225811,RW LW RM,RM,CAM,
214035,GK,GK,SUB,
203795,CB,CB,CB,
203283,ST,ST,SUB,
240658,CM LM RM,CAM,RES,
239378,ST,ST,ST,
229650,LB LM LWB,LB,LB,
204050,CB,CB,CB,
254225,RW LW,CAM,LW,
54033,CDM,CDM,SUB,
243473,RB,RWB,,SUB
239121,ST,ST,SUB,
235537,CM CDM,CM,CDM,
221713,LB LWB,LB,LWB,
220433,GK,GK,GK,
231184,ST,ST,ST,
221456,CB,CB,CB,
224009,RB,RB,RB,
221705,CM CDM,CM,CM,
215817,ST,ST,SUB,
229379,CM CDM LM,CAM,CDM,
212483,LWB LB,LWB,LWB,
199683,RB LB CDM,RB,RB,
198147,RB CB LB,RB,SUB,
188930,RB RWB RM,RB,RB,
252162,ST,ST,ST,
212994,ST LW,ST,ST,
264450,RW,ST,SUB,
256001,CDM CM,CDM,CDM,
243201,GK,GK,SUB,
244480,CDM CM,CDM,SUB,
218880,CDM CM CB,CDM,SUB,
212992,ST LW,ST,SUB,SUB
223370,LM ST,LM,SUB,
232586,RB CDM CM,RB,RES,
238986,CB,CB,CB,
259978,CDM CM,CDM,RES,
224395,CAM CM,RM,CAM,
236427,CM,CM,CM,
244363,GK,GK,SUB,
246923,CM CAM,CAM,CM,
261771,ST CAM,ST,SUB,
215043,ST RW LW,ST,SUB,
229891,RB RWB CDM,RB,SUB,
209417,CM CDM,CDM,SUB,
246275,RM LM,RM,RM,
256008,CB,CB,SUB,
229640,LB LWB,LM,SUB,
158984,CDM CM,CDM,CM,
223752,CB,CB,CB,
221704,GK,GK,SUB,
214280,LB LM,LB,SUB,
190471,CF CAM LW,CF,ST,
223751,CB CDM,CB,SUB,
218887,CDM CM,CDM,CDM,
212487,CB,CB,SUB,
189958,CM CAM,CM,CDM,
229894,RB LB,RM,RB,
261381,CAM,CAM,RES,
190981,ST RW,ST,SUB,
168965,GK,GK,GK,
213509,CB,CB,CB,
203781,LB,LB,LB,
264453,CB LB,CB,SUB,
246276,RM LM RW,LM,RM,
232708,LB,LWB,LB,
254211,RB RM,RB,SUB,
240351,CM CDM LW,CAM,SUB,
204354,GK,GK,GK,
213471,CM CDM,CM,CM,
253136,CB,CB,CB,
255441,CB,CB,SUB,
179665,RM ST,RM,SUB,
235729,CB,CB,RES,
166097,GK,GK,SUB,
214993,CB,CB,SUB,
201681,CM RM LM,RW,CAM,
212944,CAM CM,CAM,CM,
215250,GK,GK,GK,
208592,CDM CM RM,CDM,CDM,
205008,LM CAM ST,CAM,RES,
190671,CM CDM RM,CM,SUB,
242383,CB,CB,CB,
235215,CAM CM CF,CAM,SUB,
229839,RB,RWB,RB,
206546,CB,CB,RES,
227794,LB,CDM,SUB,
211671,CDM CM,CDM,CM,
237780,CB CAM,CB,SUB,
215254,CB,CB,CB,
230357,RB RM,RB,SUB,
219605,LB LM,LM,LB,
259796,RM,RM,RES,
253908,RW RM ST,RW,SUB,
244692,CM,CDM,SUB,
219860,CB,CB,CB,
236242,CDM CM,CDM,CM,
191443,CB,CB,CB,
246739,CDM CM,CM,CDM,
222163,CF LM,CF,RF,
219091,CB CM CDM,CDM,RES,
186578,CDM CM,CDM,SUB,
237010,RB LB,RB,SUB,
228303,LM RM ST,LM,ST,
216271,CB,CB,SUB,
239822,CB,CB,SUB,
236535,CB,CB,CB,
192201,GK,GK,GK,
235464,CB,CB,CB,
190942,CB,CB,CB,
211703,RM LM,RM,LM,
167159,CB,CB,RES,
232695,CB,CB,SUB,
200440,RW RM,RW,SUB,
231886,RM LM,RM,SUB,
204280,RM ST CAM,RM,SUB,
214776,RM LM CDM,RM,SUB,
263929,RW CF,LM,RES,
223737,GK,GK,GK,
225529,CB,CB,CB,
235513,ST,ST,SUB,
212938,CB,CB,CB,
236490,RM LM,RM,SUB,
200395,CB,CB,CB,
201163,CB,CB,CB,
212939,CDM CM,CDM,SUB,
216523,CB,CB,SUB,
221643,CM CDM,CM,CM,
226507,ST,ST,SUB,
212940,ST,ST,ST,
216268,ST RW,RW,SUB,
222156,RB LB,RB,RB,
227788,RM RB,RM,RM,
233164,GK,GK,SUB,
210381,LB LWB CB,LB,SUB,
240589,ST RM,ST,SUB,
242381,CDM CM,CDM,CDM,
248781,CB,CB,CB,
220886,CB CDM RB,CB,CB,CB
235735,CB CDM CM,CB,RES,SUB
199674,CB,CB,CB,
240027,CAM LM CF,RW,RM,
198810,CB,CB,SUB,SUB
217242,CM CDM LW,CAM,CDM,
254874,RB RM,RB,RM,
213147,CM CAM RW,CM,SUB,
215195,LW ST,LW,LW,
226203,LB LM,LM,SUB,
261275,LM ST,CAM,SUB,
178584,CB,CB,SUB,
238236,LM RM,RM,LM,
229277,LB,CB,SUB,
233373,RM RW,LM,SUB,
237213,CB CM,CB,SUB,
237469,CB LB,CB,SUB,
242845,CDM CB,CDM,SUB,SUB
248729,RW RM,LM,RW,
223128,LW CF,CAM,SUB,
235991,ST RW,ST,ST,
257270,RB CB RWB,RM,RWB,
264181,LM RM CAM,RM,RES,
211189,CB RB,CB,SUB,
234229,CM CB CDM,CDM,CB,
242677,ST,ST,SUB,
245237,CM CDM,CM,CM,
186101,CB,CB,CB,
235670,CM CAM CDM,CAM,CAM,
221336,CAM CM,RM,SUB,
239254,GK,GK,SUB,
243862,CM LM,CDM,SUB,
194198,GK,GK,SUB,
246679,RB RWB,RB,LWB,
253847,GK,GK,GK,
212120,CB,CB,CB,
247197,RB RM,RB,RB,
211870,CAM ST,RW,CAM,
222878,ST,ST,SUB,
242596,RB CB,RWB,CB,
201891,ST,ST,ST,
215459,ST CF,ST,SUB,
227235,CM,CM,SUB,
239267,LM ST,LM,SUB,
243619,LM,RM,LM,
246179,CDM CM,CDM,SUB,
259748,CB CDM,CB,RES,
233630,ST,ST,ST,
203173,CAM RM,CAM,CAM,
225189,LB,CM,LM,
246437,CAM ST CM,RM,SUB,
219558,RW RM,RW,SUB,
221350,LM LW ST,ST,SUB,
240343,CM RM,CDM,SUB,
246946,CM CDM,CAM,CM,
244641,ST,ST,SUB,
231073,GK,GK,SUB,
215969,RWB RB LWB,RWB,SUB,
202401,ST,ST,SUB,
258464,CB,CB,CB,
253344,CB LB,CB,CB,
183712,ST,ST,ST,
241824,CB,CB,CB,
240032,LW ST RW,ST,LM,
232608,CAM LM CF,RW,SUB,
213152,ST LW,ST,SUB,
199584,CDM CM,CB,CM,
198560,CB,CB,CB,
263072,CDM,CB,SUB,
230047,RB LB,RB,SUB,
216479,ST,ST,SUB,
259833,RB,RWB,RB,
200954,CF CAM ST,CF,RM,
190196,CB,CB,SUB,
226431,CM LW CDM,CAM,CM,
229501,GK,GK,SUB,
232573,RB,RB,SUB,
234877,GK,GK,GK,
208766,LW CF RW,LW,SUB,
226686,CDM CM,CDM,SUB,
210303,CDM CM,CDM,CDM,
235647,CDM CM,CDM,RES,
253052,RB,RB,RWB,
236671,LB LM,LM,SUB,
242815,CAM ST CM,CAM,CAM,
194431,LB,LB,LB,
169600,RB,CB,SUB,
238464,ST,ST,ST,
228225,CB RB,CB,SUB,
232870,CB,CB,CB,
221820,CM CAM LM,CAM,CM,SUB
234472,CB LB,CB,SUB,
242406,ST,ST,ST,
235495,RB LB,RB,RB,
234983,CDM CM CAM,RM,CDM,
226535,ST,ST,SUB,
223207,CB,CB,,CB
215527,CB RB LB,CB,CB,
202215,GK,GK,GK,
239590,CB,CB,SUB,
220028,LB,LWB,LB,LB
222587,RB CB,RB,SUB,
232571,CB,CB,CB,
233851,CM CDM,CM,SUB,
237435,LW ST,CAM,SUB,
254587,CM CAM,CAM,SUB,
210044,CB,CB,CB,
230273,CAM CM,CAM,SUB,
253569,ST RM,ST,RM,
255105,ST,ST,SUB,
206472,LB LM,LB,LB,
147846,CB,CB,SUB,
239494,CDM,CDM,SUB,
248710,RM LM,LM,RM,
256902,CAM CDM ST,LM,CAM,
214151,CDM CM,CDM,SUB,
198024,RW LW,RW,SUB,
207496,ST,ST,ST,
215938,LB LM,LB,LB,
239496,LW RW CAM,LW,RES,
254088,RM,CAM,RES,
200841,RB,RB,RES,
207753,CB,CB,CB,
208521,CB,CB,SUB,
182409,RB CB,RB,RB,
255109,CAM CF RW,RM,SUB,
240773,LWB LB,LWB,LWB,SUB
239493,LW RW,LW,SUB,
236165,CAM,RW,SUB,
183940,CDM CM,CDM,CM,
237700,LM RM,RM,RM,
167812,CB RB,CB,RB,
155524,CB,CB,SUB,
199812,GK,GK,SUB,
252291,CDM CM CB,CDM,SUB,
251779,ST,ST,ST,
234371,GK,GK,SUB,
220291,CB LB,CB,SUB,
214915,CDM CM,CDM,CM,
242306,RB,RB,RB,
172418,ST LM,ST,SUB,
232066,ST,ST,SUB,
200168,CB RB,CB,CB,
254952,ST,ST,SUB,
225530,ST,ST,SUB,
211955,CDM CM,CDM,CDM,
245247,RB RWB RM,RM,RES,
250868,CM CDM RM,CAM,CM,
175092,CB LB,CB,SUB,
183795,CB,CB,CB,
247027,RB RWB,RB,RB,
240371,GK,GK,RES,
247026,CDM,RM,,CM
235519,CB,CB,CB,
244210,CDM CM,CDM,CM,
228082,CM,CM,SUB,
198642,CB,CB,CB,
260593,CM CDM,CM,CDM,
257265,RB,RB,SUB,
188657,GK,GK,SUB,
236543,GK,GK,GK,
234239,RM CM CAM,CAM,RM,
257000,CB LB,CB,CB,
202749,CB,CB,CB,
238330,RM,LM,SUB,
244474,CM,CDM,SUB,
237307,RB,RB,SUB,
200700,CM CDM,CM,CDM,
202748,ST LW,ST,ST,
251644,CB,CB,CB,
239357,LM ST RM,LM,RM,
230143,CB,CB,RES,
253181,RM,RM,RES,
217086,CM CDM,CF,CDM,
240638,CM CAM,CAM,SUB,
242174,LM LW RW,RM,RW,
212223,ST LM,ST,ST,
229375,ST,ST,ST,
178417,CB,CB,CB,
233457,CB RB,CDM,CB,
228593,CM,CM,SUB,
220139,CAM,CAM,CAM,
169708,CB CDM,CB,CB,
220140,CB,CB,CB,
260843,CF LM RM,CAM,ST,
259307,RB,RWB,SUB,
248811,CAM CF ST,CAM,CAM,
248043,CDM CM,CDM,SUB,
251626,RB,RB,RB,
226033,LB,LB,LB,
244970,CDM,CDM,RES,
236522,CAM RW CF,CAM,SUB,
214250,RM LM ST,RM,RW,
193001,LM RM,RW,LM,
238569,RM ST RB,RM,RES,
206313,CDM CB,CDM,CDM,
237548,CB LB,CB,LB,
199917,CM,CM,SUB,
201965,CM,CAM,CM,
184301,ST,ST,ST,
201966,ST,ST,SUB,
136686,GK,GK,GK,
230638,RM ST LM,RM,RM,
169710,CDM,CB,CDM,
202223,LM,LM,LM,
223727,GK,GK,GK,
245231,CAM LM CF,CAM,SUB,
214000,ST RW,ST,SUB,
237040,CB,CB,CB,
244464,RM LM ST,RM,SUB,
254448,ST,ST,ST,
260592,ST,ST,SUB,
206065,GK,GK,GK,
198133,CM RWB RW,RM,RW,
208631,CAM CM,CM,CM,
238965,CDM CM,CB,SUB,
